#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-14T19:27:36 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-14T19:27:37	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-order=I&-c.r=  2&-c.geom=r&-out.src=J/A+A/685/A106/emain&-source=J/A+A/685/A106/emain&-out=Name&-out=RAJ2000&-out=DEJ2000&-out=Exp&-out=zBest&-out=CR500&-out=CTS500&-out=F500&-out=L500&-out=KT&-out=Mgas500&-out=YX500&-out=M500&-out=Fgas500&-out=R500&-out.max=1000&-c.eq=J2000&-c.u=arcmin&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36850106
#Name: J/A+A/685/A106
#Title: eRASS. Galaxy clusters and groups in WGH (Bulbul+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/685/a106	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/685/a106	    IVOID of underlying data collection
#INFO	creator=Bulbul E.	    First author or institution
#INFO	cites=bibcode:2024A&A...685A.106B	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/685/A106	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36850106	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_685_A106_emain:
#Name: J/A+A/685/A106/emain
#Title: Primary galaxy clusters and groups catalog
#Column	Name	(A23)	Source name, 1eRASS JHHMMSS.s+DDMMSS	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F15.11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F15.11)	Declination J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Exp	(F6.1)	Average exposure	[ucd=time.expo]
#Column	zBest	(F7.4)	Best available redshift	[ucd=src.redshift]
#Column	CR500	(F8.3)	0.2-2.3keV count rate within R500	[ucd=phot.count;em.X-ray]
#Column	CTS500	(F8.1)	0.2-2.3keV counts within R500	[ucd=phot.count;em.X-ray]
#Column	F500	(F10.3)	? 0.2-2.3keV flux within R500	[ucd=phot.flux;em.X-ray]
#Column	L500	(F9.3)	? 0.2-2.3keV luminosity within R500	[ucd=phys.luminosity;em.X-ray]
#Column	KT	(F6.2)	? Temperature measured by MBProj2D	[ucd=phys.temperature]
#Column	Mgas500	(F7.2)	? Calibrated cluster gas mass within R500	[ucd=phys.mass]
#Column	YX500	(F8.2)	? The mass proxy within R500	[ucd=phys.mass]
#Column	M500	(F7.2)	? CLuster total mass M500 from eROCOP	[ucd=phys.mass]
#Column	Fgas500	(F6.3)	? Cluster gas mass fraction within R500	[ucd=phys.mass]
#Column	R500	(I5)	? Overdensity radius R500 from eROCOP	[ucd=phys.size.radius]
Name;RAJ2000;DEJ2000;Exp;zBest;CR500;CTS500;F500;L500;KT;Mgas500;YX500;M500;Fgas500;R500
1eRASS J015958.1-311418;029.99216343078;-31.23848552460; 140.0; 0.1245;   0.190;    26.6;    17.214;    7.527;      ;  29.79;    0.00;   5.89; 0.048;  568
1eRASS J020014.6-600942;030.06100349705;-60.16174007153; 170.2; 0.2690;   0.086;    14.7;          ;         ;      ;       ;        ;       ;      ;
1eRASS J020015.6-380507;030.06517897240;-38.08540660440; 141.2; 0.6058;   0.076;    10.7;     7.113;   99.489;      ; 131.62;    0.00;  16.60; 0.071;  670
1eRASS J020016.3-245450;030.06796711123;-24.91410455282; 162.7; 0.7158;   0.478;    77.7;    44.854;  849.955;      ; 940.02;    0.00;  79.52; 0.116; 1080
1eRASS J020022.3-223648;030.09306828956;-22.61352420981; 158.2; 0.2854;   0.370;    58.6;    34.587;   87.734;      ; 249.78;    0.00;  28.61; 0.087;  909
1eRASS J020023.7-384758;030.09881499062;-38.79963253409; 143.0; 0.7951;   0.073;    10.5;     6.699;  180.355;      ; 193.44;    0.00;  18.15; 0.098;  640
1eRASS J020032.3-485208;030.13474252889;-48.86902243299; 145.9; 0.4985;   0.374;    54.6;    34.476;  324.342;  2.33; 426.13; 1059.89;  49.30; 0.085; 1004
1eRASS J020042.9-761042;030.17914972633;-76.17849540324; 198.7; 0.0586;   0.530;   105.4;    41.099;    4.692;  0.60;  12.20;    7.49;   5.39; 0.021;  564
1eRASS J020043.3-243815;030.18080297079;-24.63771164224; 162.3; 0.2047;   0.400;    64.9;    38.106;   44.935;      ; 137.37;    0.00;  20.20; 0.068;  834
1eRASS J020044.8-542118;030.18671047349;-54.35524080761; 163.1; 0.2549;   0.401;    65.4;    37.095;   77.109;  3.02; 172.78;  506.98;  27.26; 0.062;  905
1eRASS J020047.1-362833;030.19627048317;-36.47597426725; 137.7; 0.4312;   0.330;    45.4;    30.882;  201.187;  3.17; 380.20; 1295.84;  38.41; 0.098;  949
1eRASS J020050.9-250140;030.21233144324;-25.02786980287; 163.8; 0.0146;   0.320;    52.5;    27.927;    0.145;  1.09;   0.53;    0.78;   0.61; 0.010;  276
1eRASS J020052.0-462912;030.21670747013;-46.48667506143; 265.8; 0.5600;   0.053;    14.1;     4.937;   57.824;      ;  71.86;    0.00;  11.34; 0.057;  600
1eRASS J020056.4-672725;030.23535651346;-67.45712807522; 224.1; 1.0843;   0.075;    16.8;     6.797;  421.750;      ; 252.57;    0.00;  23.39; 0.106;  622
1eRASS J020102.3-332010;030.25969654564;-33.33612999706; 143.5; 0.1090;   0.232;    33.2;    20.576;    6.817;      ;  17.91;    0.00;   5.61; 0.032;  562
1eRASS J020106.7-250415;030.27820317001;-25.07086113485; 163.0; 0.2086;   0.282;    46.0;    25.477;   33.289;  1.71; 108.49;  207.21;  15.02; 0.069;  754
1eRASS J020117.2-715443;030.32195694747;-71.91216806992; 220.8; 0.2306;   0.140;    30.8;    12.636;   25.325;      ;  70.57;    0.00;  11.22; 0.059;  679
1eRASS J020129.5-302650;030.37312900281;-30.44729124477; 149.6; 0.6211;   0.041;     6.1;          ;         ;      ;       ;        ;       ;      ;
1eRASS J020144.6-541405;030.43585791972;-54.23489206673; 164.2; 0.4393;   0.116;    19.1;    10.430;   80.154;  1.13; 171.52;  241.55;  18.36; 0.087;  739
1eRASS J020144.9-410534;030.43744710378;-41.09292625411; 148.5; 0.4126;   0.130;    19.4;    12.455;   69.243;      ; 162.05;    0.00;  17.17; 0.092;  731
1eRASS J020151.1-630607;030.46317291395;-63.10220746508; 183.5; 0.4677;   0.090;    16.4;     8.407;   66.740;      ;  18.47;    0.00;  17.87; 0.013;  725
1eRASS J020151.9-410349;030.46651535867;-41.06364422799; 147.7; 0.4110;   0.082;    12.1;     6.805;   50.678;  0.65;  23.20;   18.28;  14.22; 0.024;  687
1eRASS J020158.0-202035;030.49206309250;-20.34319187431; 155.5; 0.3215;   0.241;    37.4;    22.847;   69.626;      ; 218.40;    0.00;  22.63; 0.097;  829
1eRASS J020159.3-170350;030.49746275459;-17.06413183456; 155.9; 0.3313;   0.255;    39.8;    24.337;   76.643;      ; 186.95;    0.00;  23.51; 0.077;  837
1eRASS J020202.3-354722;030.50999975964;-35.78960959302; 151.1; 0.1598;   0.363;    54.9;    34.431;   24.209;  1.91;  94.06;  195.70;  13.56; 0.067;  741
1eRASS J020209.8-302801;030.54110645716;-30.46704253814; 151.2; 0.4889;   0.509;    77.0;    48.766;  384.936;      ; 673.99;    0.00;  63.10; 0.105; 1094
1eRASS J020215.1-444656;030.56313880326;-44.78249219481; 178.7; 0.0649;   3.189;   569.9;   297.091;   32.379;  1.88; 130.20;  252.55;  19.87; 0.066;  869
1eRASS J020217.7-800217;030.57406838121;-80.03817435606; 221.6; 0.8623;   0.088;    19.6;     8.420;  261.906;      ; 226.57;    0.00;  27.38; 0.067;  714
1eRASS J020218.2-540140;030.57617643090;-54.02781136257; 162.7; 0.5457;   0.183;    29.7;    16.602;  201.402;  1.77; 250.41;  455.06;  31.50; 0.075;  849
1eRASS J020223.0-400934;030.59624002446;-40.15966514274; 143.8; 0.7095;   0.110;    15.8;    10.280;  201.342;      ;  88.70;    0.00;  24.39; 0.040;  730
1eRASS J020240.9-313335;030.67049178966;-31.55992757336; 143.2; 0.5138;   0.244;    34.9;    22.909;  213.527;      ; 249.64;    0.00;  36.63; 0.065;  904
1eRASS J020243.6-233543;030.68172823290;-23.59551276850; 161.0; 0.3019;   0.088;    14.2;          ;         ;      ;       ;        ;       ;      ;
1eRASS J020244.5-694728;030.68547611317;-69.79126882443; 236.3; 0.3696;   0.520;   122.9;    47.901;  241.645;  3.46; 540.33; 1783.90;  54.77; 0.098; 1093
1eRASS J020245.4-233345;030.68955186817;-23.56274815144; 161.0; 0.3011;   0.374;    60.2;    32.314;  103.045;  1.21; 202.96;  242.52;  29.49; 0.069;  913
1eRASS J020245.9-315012;030.69162045332;-31.83689374001; 143.7; 0.2761;   0.152;    21.9;    14.451;   33.453;      ; 104.75;    0.00;  13.37; 0.071;  708
1eRASS J020251.2-281542;030.71333555398;-28.26187467874; 171.5; 0.1103;   0.332;    57.0;    30.930;   10.154;      ;  45.00;    0.00;   7.66; 0.057;  623
1eRASS J020251.3-800712;030.71414056231;-80.12016894193; 221.1; 0.2728;   0.257;    56.7;    21.430;   64.621;      ; 125.47;    0.00;  23.57; 0.050;  856
1eRASS J020254.4-214541;030.72705782416;-21.76141466113; 154.1; 0.5073;   0.126;    19.4;    11.967;  106.241;      ; 103.01;    0.00;  20.55; 0.052;  747
1eRASS J020308.4-201708;030.78541052888;-20.28578514587; 152.4; 0.4474;   0.534;    81.4;    51.536;  342.518;      ; 626.53;    0.00;  61.50; 0.101; 1103
1eRASS J020314.5-374348;030.81045988822;-37.73002324162; 136.4; 1.1979;   0.104;    14.2;     9.691;  624.532;      ; 298.95;    0.00;  28.59; 0.094;  637
1eRASS J020315.0-815041;030.81260930514;-81.84479779981; 218.9; 0.2345;   0.206;    45.1;    19.544;   35.019;      ;  31.29;    0.00;  14.96; 0.022;  746
1eRASS J020315.0-333506;030.81280999934;-33.58516223870; 145.8; 0.3866;   0.118;    17.2;    10.325;   58.529;  0.61;  92.61;   67.55;  15.02; 0.061;  706
1eRASS J020328.7-701606;030.86964587064;-70.26839547572; 226.7; 0.1188;   0.129;    29.3;    11.131;  144.380;      ;  91.89;    0.00;   4.48; 0.201;  520
1eRASS J020336.0-410555;030.90035518681;-41.09877934448; 145.7; 0.1299;   1.224;   178.3;   113.502;   51.698;  2.56; 192.13;  525.35;  26.00; 0.073;  931
1eRASS J020340.3-310458;030.91829913646;-31.08294008295; 143.7; 0.4214;   0.221;    31.7;    20.733;  123.237;      ; 249.89;    0.00;  27.88; 0.085;  856
1eRASS J020405.0-455043;031.02113045051;-45.84531066588; 182.8; 0.2996;   0.071;    13.0;     6.734;   18.796;      ;  15.16;    0.00;   7.91; 0.022;  589
1eRASS J020413.9-281550;031.05815486204;-28.26391851451; 169.0; 0.2963;   0.288;    48.7;    27.558;   72.085;      ; 202.80;    0.00;  23.82; 0.084;  852
1eRASS J020421.5-380151;031.08987733203;-38.03102998976; 135.9; 0.2007;   0.289;    39.3;    24.854;   31.762;  1.21; 100.85;  124.14;  14.65; 0.068;  750
1eRASS J020427.4-480217;031.11441645176;-48.03814456678; 284.7; 0.2693;   0.699;   199.0;    66.407;  143.322;  4.66; 298.86; 1412.85;  44.24; 0.067; 1057
1eRASS J020432.3-444036;031.13494423555;-44.67693616116; 178.8; 0.4112;   0.169;    30.2;    15.442;   92.281;      ; 215.08;    0.00;  22.03; 0.096;  794
1eRASS J020440.3-291307;031.16796846425;-29.21871882157; 170.6; 0.4578;   0.111;    19.0;    10.659;  189.340;      ; 273.66;    0.00;  18.97; 0.143;  742
1eRASS J020458.1-625051;031.24247159477;-62.84756210952; 183.8; 0.4884;   0.122;    22.5;    11.066;  108.090;  2.23;  60.93;  153.27;  19.60; 0.034;  741
1eRASS J020459.8-352128;031.24943320939;-35.35803551986; 150.2; 0.3408;   0.041;     6.2;          ;         ;      ;       ;        ;       ;      ;
1eRASS J020500.8-182611;031.25340471521;-18.43658217163; 159.1; 0.4667;   0.061;     9.7;     5.642;   44.336;      ;  15.13;    0.00;  12.43; 0.014;  642
1eRASS J020506.8-271224;031.27848652358;-27.20681179910; 166.8; 0.6093;   0.067;    11.2;     6.381;   84.165;      ;   8.02;    0.00;  16.56; 0.007;  668
1eRASS J020508.2-643228;031.28458097542;-64.54128384657; 209.5; 0.7440;   0.140;    29.3;    13.199;  282.818;      ;  90.02;    0.00;  29.62; 0.030;  768
1eRASS J020510.2-672038;031.29278242764;-67.34395928360; 228.4; 0.5208;   0.036;     8.1;          ;         ;      ;       ;        ;       ;      ;
1eRASS J020512.6-212144;031.30257388940;-21.36228387219; 153.9; 0.2713;   0.116;    17.9;    10.450;   24.992;  1.54;  18.63;   36.68;  10.21; 0.019;  648
1eRASS J020515.8-155047;031.31605221872;-15.84655471497; 155.0; 0.7475;   0.101;    15.7;     9.257;  229.342;      ; 186.99;    0.00;  22.98; 0.073;  705
1eRASS J020516.3-412532;031.31804078461;-41.42561701595; 147.0; 0.3843;   0.358;    52.7;    33.941;  168.248;      ; 357.77;    0.00;  36.35; 0.095;  948
1eRASS J020529.8-244621;031.37434720529;-24.77270764256; 163.5; 0.2066;   1.712;   279.8;   161.544;  199.805;  3.10; 433.75; 1395.43;  57.47; 0.076; 1180
1eRASS J020531.6-172050;031.38205146317;-17.34729488266; 154.7; 0.7257;   0.274;    42.4;    25.638;  526.863;      ; 552.27;    0.00;  50.95; 0.104;  928
1eRASS J020531.9-680850;031.38329701024;-68.14726945336; 231.3; 0.5435;   0.241;    55.8;    21.789;  280.594;  2.40; 406.32; 1035.65;  44.14; 0.091;  951
1eRASS J020539.8-491524;031.41603802890;-49.25675390307; 167.1; 0.2496;   0.151;    25.2;    13.487;   27.185;      ;  89.03;    0.00;  11.28; 0.074;  675
1eRASS J020539.9-353934;031.41636107657;-35.65951573470; 151.6; 0.4123;   0.095;    14.3;     8.636;   54.442;      ;  24.20;    0.00;  13.81; 0.020;  680
1eRASS J020544.2-193524;031.43432572795;-19.59026301982; 161.9; 0.6253;   0.353;    57.1;    31.297;  554.613;  1.78; 685.13; 1226.13;  59.80; 0.113; 1018
1eRASS J020545.9-271619;031.44158264846;-27.27212676828; 167.0; 0.1358;   0.054;     9.0;     5.031;    2.535;      ;   1.47;    0.00;   2.61; 0.009;  432
1eRASS J020546.9-192013;031.44567784097;-19.33721632280; 161.6; 0.4586;   0.117;    18.9;     9.683;   93.243;  0.80;  65.38;   51.22;  17.59; 0.035;  723
1eRASS J020547.4-582902;031.44791097170;-58.48391921593; 158.6; 1.3219;   0.069;    10.9;     6.378;  527.266;      ; 122.70;    0.00;  22.92; 0.055;  565
1eRASS J020548.9-412943;031.45384556220;-41.49544955849; 148.6; 0.3941;   0.314;    46.7;    29.197;  158.122;      ; 367.76;    0.00;  37.01; 0.100;  951
1eRASS J020556.5-292032;031.48541984731;-29.34237505536; 171.7; 0.2730;   0.336;    57.7;    32.465;   69.774;      ; 244.07;    0.00;  24.89; 0.100;  872
1eRASS J020558.5-504750;031.49377596605;-50.79745888654; 153.6; 0.1775;   0.400;    61.5;    38.638;   32.371;      ; 127.17;    0.00;  16.28; 0.077;  783
1eRASS J020603.4-342457;031.51455200262;-34.41587254893; 147.4; 0.6250;   0.257;    38.0;    24.351;  380.843;      ; 218.36;    0.00;  43.62; 0.051;  917
1eRASS J020611.5-483108;031.54831927417;-48.51899947945; 269.6; 0.7408;   0.062;    16.6;     5.651;  135.725;      ;  36.47;    0.00;  17.21; 0.024;  642
1eRASS J020615.5-383100;031.56483629489;-38.51668766978; 141.0; 0.4656;   0.166;    23.4;    15.860;  115.323;      ; 172.28;    0.00;  22.78; 0.078;  786
1eRASS J020620.1-372558;031.58375893958;-37.43289506302; 154.9; 0.4701;   0.096;    14.9;     9.259;   66.180;      ; 137.43;    0.00;  14.16; 0.089;  670
1eRASS J020628.4-145358;031.61844572340;-14.89955787880; 156.5; 0.2983;   1.973;   308.8;   183.266;  500.845;  3.58; 857.02; 2999.65;  89.70; 0.096; 1324
1eRASS J020639.8-175934;031.66588645776;-17.99298316367; 155.5; 0.1457;   0.459;    71.4;    40.849;   29.896;      ;  81.29;    0.00;  14.87; 0.055;  768
1eRASS J020644.9-682601;031.68732629805;-68.43376784977; 233.5; 0.4347;   0.122;    28.6;    11.330;   81.367;      ; 135.97;    0.00;  18.81; 0.069;  747
1eRASS J020647.8-261013;031.69924223059;-26.17052220942; 166.5; 0.2969;   0.163;    27.2;    15.229;   42.346;      ; 110.58;    0.00;  15.57; 0.067;  739
1eRASS J020650.0-342456;031.70870747752;-34.41555700066; 149.6; 0.5098;   0.157;    23.4;    13.257;  174.731;  0.69; 274.87;  177.51;  24.82; 0.113;  795
1eRASS J020650.3-340133;031.70976867935;-34.02584510846; 147.9; 0.5176;   0.065;     9.6;          ;         ;      ;       ;        ;       ;      ;
1eRASS J020657.2-142159;031.73846616202;-14.36639136951; 158.8; 0.7315;   0.008;     1.3;          ;         ;      ;       ;        ;       ;      ;
1eRASS J020658.4-375854;031.74334946988;-37.98181990704; 153.8; 0.4592;   0.224;    34.4;    21.257;  155.701;      ; 279.06;    0.00;  30.13; 0.091;  865
1eRASS J020703.0-193110;031.76290269616;-19.51947439431; 161.5; 0.4152;   0.100;    16.1;     9.404;   54.154;      ;  58.74;    0.00;  13.27; 0.042;  670
1eRASS J020703.7-335817;031.76545511195;-33.97147834371; 147.4; 0.5295;   0.184;    27.2;    17.495;  171.565;      ; 233.61;    0.00;  28.45; 0.081;  826
1eRASS J020741.4-145720;031.92255342197;-14.95565846058; 156.8; 0.1764;   0.155;    24.3;    14.335;   13.242;      ;  30.76;    0.00;   7.67; 0.037;  610
1eRASS J020742.0-211948;031.92513894376;-21.33003495121; 161.0; 0.1562;   0.715;   115.1;    66.895;   45.819;  2.47; 151.57;  387.32;  23.31; 0.066;  889
1eRASS J020745.8-420917;031.94123245427;-42.15493989604; 149.8; 0.3854;   0.248;    37.2;    22.965;  118.246;  1.98; 270.69;  581.59;  29.41; 0.092;  883
1eRASS J020754.2-153844;031.97585131603;-15.64580089666; 157.3; 0.2220;   0.675;   106.1;    62.794;   98.183;  3.01; 267.09;  883.38;  34.67; 0.077;  992
1eRASS J020800.7-704809;032.00319580035;-70.80265818778; 225.5; 0.5015;   0.102;    23.1;     9.628;   97.701;      ; 195.09;    0.00;  18.87; 0.093;  728
1eRASS J020801.6-504915;032.00690875081;-50.82101213672; 155.4; 0.5493;   0.191;    29.7;    18.112;  192.012;      ;  58.70;    0.00;  30.53; 0.021;  839
1eRASS J020804.4-153615;032.01855269804;-15.60432781053; 158.9; 0.2247;   0.556;    88.3;    53.773;   77.882;      ; 268.26;    0.00;  30.02; 0.089;  944
1eRASS J020804.9-165320;032.02057316191;-16.88914525388; 158.6; 0.1778;   0.090;    14.3;          ;         ;      ;       ;        ;       ;      ;
1eRASS J020812.3-385807;032.05130316331;-38.96864656675; 146.2; 0.0997;   0.160;    23.4;    15.110;    3.937;      ;   8.07;    0.00;   3.43; 0.026;  478
1eRASS J020818.3-340019;032.07642310235;-34.00532572540; 147.4; 0.5169;   0.053;     7.8;          ;         ;      ;       ;        ;       ;      ;
1eRASS J020819.6-224518;032.08201532678;-22.75511321006; 156.9; 0.3425;   0.566;    88.8;    53.762;  178.045;  3.02; 317.13; 1082.68;  48.39; 0.065; 1060
1eRASS J020829.1-273015;032.12135108464;-27.50428226124; 169.1; 0.2121;   0.077;    13.0;          ;         ;      ;       ;        ;       ;      ;
1eRASS J020833.2-603530;032.13857395837;-60.59174918365; 166.3; 0.1678;   0.092;    15.2;     7.237;    7.194;  0.62;   3.93;    3.03;   5.25; 0.009;  539
1eRASS J020835.3-441436;032.14726768093;-44.24345614346; 182.5; 0.2258;   0.296;    54.1;    25.619;   41.059;  1.32;  91.84;  114.20;  18.07; 0.048;  797
1eRASS J020841.4-562714;032.17253757558;-56.45396488720; 160.6; 0.1480;   0.121;    19.5;          ;         ;      ;       ;        ;       ;      ;
1eRASS J020844.2-135800;032.18439426591;-13.96689206456; 159.0; 0.0810;   0.102;    16.2;     9.542;    1.666;      ;   4.04;    0.00;   2.04; 0.020;  405
1eRASS J020847.9-494637;032.19990650959;-49.77715635217; 185.9; 0.2886;   0.177;    32.9;    14.909;   52.808;  0.34;  75.70;   24.16;  15.47; 0.048;  740
1eRASS J020852.8-360832;032.22028372449;-36.14237191243; 154.1; 0.4089;   0.119;    18.3;    10.418;   66.340;  1.25;  36.64;   55.56;  15.02; 0.025;  700
1eRASS J020855.9-465057;032.23324641036;-46.84932208599; 182.1; 0.7305;   0.071;    12.9;     6.683;  136.388;      ;  57.58;    0.00;  18.12; 0.036;  656
1eRASS J020905.1-273042;032.27156706925;-27.51187420261; 170.5; 0.3229;   0.706;   120.4;    64.665;  224.277;  2.09; 307.21;  665.19;  55.11; 0.055; 1115
1eRASS J020909.5-182513;032.28973248412;-18.42047056390; 157.0; 0.1913;   0.110;    17.3;    10.477;   10.893;      ;  25.98;    0.00;   5.73; 0.045;  550
1eRASS J020924.3-774022;032.35133212041;-77.67285078748; 226.6; 0.2327;   0.156;    35.3;    14.803;   27.204;      ;  94.08;    0.00;  12.07; 0.076;  695
1eRASS J020935.6-252118;032.39856387518;-25.35516557777; 165.8; 0.2092;   0.202;    33.4;    18.920;   24.079;      ;  68.69;    0.00;  11.54; 0.057;  691
1eRASS J020936.8-413821;032.40354104028;-41.63931451450; 152.2; 0.3005;   0.302;    46.0;    26.120;   78.368;      ; 203.97;    0.00;  25.46; 0.079;  869
1eRASS J020946.6-440035;032.44427317467;-44.00972256234; 175.6; 0.2210;   0.331;    58.2;    30.315;   45.303;      ; 144.75;    0.00;  18.64; 0.074;  807
1eRASS J020948.6-151013;032.45281226676;-15.17045896489; 160.7; 0.9019;   0.071;    11.5;     6.587;  241.784;      ; 205.91;    0.00;  20.14; 0.092;  635
1eRASS J020953.8-491919;032.47428073956;-49.32222189729; 278.5; 0.5375;   0.088;    24.6;     8.311;   85.408;      ; 184.11;    0.00;  19.83; 0.090;  730
1eRASS J020955.6-354757;032.48202396935;-35.79943646853; 152.8; 0.3247;   0.180;    27.5;    17.035;   55.171;      ; 130.10;    0.00;  16.95; 0.069;  752
1eRASS J020957.1-415333;032.48810516437;-41.89254714093; 152.4; 0.4875;   0.228;    34.7;    20.371;  197.186;  1.74; 380.62;  658.76;  33.95; 0.114;  891
1eRASS J020959.1-244655;032.49642069629;-24.78203345042; 165.2; 0.7126;   0.159;    26.3;    14.591;  310.951;  1.68; 357.74;  783.66;  34.18; 0.107;  816
1eRASS J021000.3-425129;032.50157992936;-42.85826203935; 156.6; 0.1763;   0.254;    39.7;    23.888;   20.584;  3.23;  73.64;  249.62;  10.66; 0.065;  680
1eRASS J021000.5-162535;032.50244159123;-16.42649723826; 160.6; 0.7727;   0.115;    18.5;    10.519;  293.912;  1.91; 305.56;  692.56;  27.07; 0.103;  737
1eRASS J021006.2-334047;032.52621415062;-33.67980663460; 150.3; 0.1675;   0.331;    49.7;    31.680;   24.626;      ;  97.17;    0.00;  13.43; 0.071;  737
1eRASS J021006.7-132802;032.52813502611;-13.46740834286; 158.8; 0.2199;   0.116;    18.4;    10.854;   15.745;      ;  27.97;    0.00;   7.64; 0.036;  600
1eRASS J021010.2-710550;032.54279255538;-71.09724417276; 223.5; 0.7380;   0.038;     8.6;          ;         ;      ;       ;        ;       ;      ;
1eRASS J021010.7-411744;032.54490504719;-41.29583121324; 153.7; 0.3435;   0.087;    13.4;     7.788;   34.958;  1.59;  72.73;  119.77;  11.21; 0.064;  651
1eRASS J021012.3-393259;032.55148137320;-39.54973769985; 149.3; 0.1741;   0.131;    19.6;    11.678;   10.818;      ;  39.83;    0.00;   6.17; 0.058;  567
1eRASS J021022.1-464328;032.59247910190;-46.72458196435; 182.1; 0.2989;   0.147;    26.7;    13.909;   38.114;      ; 123.90;    0.00;  13.92; 0.088;  711
1eRASS J021024.0-350553;032.60018832118;-35.09808741311; 151.4; 0.2234;   0.106;    16.0;     9.380;   14.566;  1.06;  17.86;   36.39;   7.51; 0.026;  595
1eRASS J021025.6-750134;032.60672256778;-75.02634865545; 225.9; 0.6981;   0.265;    59.8;    25.470;  638.633;      ; 655.45;    0.00;  63.25; 0.102; 1008
1eRASS J021027.6-165001;032.61530264000;-16.83371922412; 160.1; 0.0535;   0.257;    41.1;    23.960;    1.806;      ;   6.76;    0.00;   2.54; 0.026;  440
1eRASS J021033.5-362801;032.63975087340;-36.46709859271; 154.3; 0.5012;   0.083;    12.8;     7.649;   72.223;      ;  91.84;    0.00;  16.63; 0.050;  698
1eRASS J021038.1-433716;032.65913453129;-43.62113563457; 164.2; 0.8863;   0.124;    20.3;    11.286;  426.698;  1.53; 351.28;  604.89;  28.13; 0.119;  714
1eRASS J021047.8-370412;032.69955307542;-37.07015096036; 157.3; 0.2100;   0.705;   110.9;    68.371;   82.609;      ; 309.26;    0.00;  31.55; 0.098;  965
1eRASS J021110.6-203217;032.79433596232;-20.53826068869; 160.3; 0.3973;   0.331;    53.1;    31.623;  160.928;      ; 300.20;    0.00;  37.48; 0.080;  953
1eRASS J021110.7-570702;032.79458570903;-57.11745558106; 165.7; 0.3414;   0.122;    20.3;    11.267;   44.827;      ;  70.36;    0.00;  13.43; 0.051;  692
1eRASS J021111.1-162547;032.79631859430;-16.42998963957; 161.6; 0.4019;   0.068;    11.0;     6.036;   37.544;      ;  12.90;    0.00;  11.81; 0.013;  648
1eRASS J021124.5-401725;032.85226287220;-40.29042585151; 144.8; 0.1037;   1.874;   271.4;   175.978;   50.762;      ; 145.37;    0.00;  26.04; 0.055;  939
1eRASS J021133.5-201456;032.88998847800;-20.24909920845; 159.3; 0.1977;   0.066;    10.5;     6.037;    7.024;      ;   2.61;    0.00;   4.81; 0.009;  518
1eRASS J021144.1-242937;032.93410178762;-24.49371507894; 160.0; 0.6221;   0.061;     9.8;          ;         ;      ;       ;        ;       ;      ;
1eRASS J021150.5-170232;032.96073859530;-17.04227462935; 161.9; 0.1835;   1.277;   206.7;   119.935;  116.431;  3.36; 309.42; 1037.67;  42.19; 0.073; 1074
1eRASS J021154.3-250949;032.97638182908;-25.16380413193; 162.2; 0.1059;   0.369;    59.9;    33.772;    9.499;  1.47;  41.82;   64.98;   7.90; 0.051;  631
1eRASS J021155.4-345217;032.98102973767;-34.87142611447; 151.6; 0.3682;   0.111;    16.8;    10.525;   44.975;      ;  60.76;    0.00;  13.21; 0.045;  681
1eRASS J021158.7-144806;032.99476926743;-14.80168254380; 159.2; 0.4033;   0.070;    11.2;          ;         ;      ;       ;        ;       ;      ;
1eRASS J021203.3-681146;033.01413303182;-68.19613619784; 236.8; 0.5511;   0.247;    58.4;    23.219;  272.950;      ; 323.45;    0.00;  45.36; 0.071;  957
1eRASS J021203.7-374448;033.01552984492;-37.74681725975; 158.3; 0.3387;   0.192;    30.4;    17.942;   65.983;  2.70; 152.99;  460.31;  18.74; 0.077;  774
1eRASS J021216.8-350707;033.07017940307;-35.11877833312; 152.2; 0.6782;   0.088;    13.4;     8.196;  146.169;      ; 156.09;    0.00;  20.07; 0.073;  693
